location,date,new_cases_per_million,new_deaths_per_million,new_vaccinations_smoothed_per_million
Oceania,2021-10-23,52.234,0.337,6844
Oceania,2021-10-24,61.112,0.494,6682
Oceania,2021-10-25,50.549,0.202,6413
Oceania,2021-10-26,53.381,0.36,6248
Oceania,2021-10-27,57.224,0.674,6055
Oceania,2021-10-28,55.426,0.517,5897
Oceania,2021-10-29,48.526,0.832,5690
Oceania,2021-10-30,30.725,0.292,5532
Oceania,2021-10-31,50.773,0.292,5414
Oceania,2021-11-01,31.871,0.315,5438
Oceania,2021-11-02,33.916,0.629,5199
Oceania,2021-11-03,61.989,0.45,5082
Oceania,2021-11-04,40.434,0.315,4924
Oceania,2021-11-05,48.054,0.539,4838
Oceania,2021-11-06,35.063,0.225,4737
Oceania,2021-11-07,37.31,0.315,4646
Oceania,2021-11-08,41.041,0.36,4407
Oceania,2021-11-09,33.804,0.562,4333
Oceania,2021-11-10,50.504,0.225,4183
Oceania,2021-11-11,39.378,0.27,4065
Oceania,2021-11-12,43.716,0.427,3927
Oceania,2021-11-13,35.018,0.112,3804
Oceania,2021-11-14,29.264,0.382,3785
Oceania,2021-11-15,30.275,0.562,3733
Oceania,2021-11-16,35.962,0.225,3691
Oceania,2021-11-17,40.524,0.337,3607
Oceania,2021-11-18,38.996,0.247,3494
Oceania,2021-11-19,51.111,1.214,3368
Oceania,2021-11-20,36.793,0.157,3294
Oceania,2021-11-21,41.333,0.292,3160
Oceania,2021-11-22,29.264,1.416,3152
Oceania,2021-11-23,41.761,0.112,3054
Oceania,2021-11-24,41.648,0.405,2975
Oceania,2021-11-25,44.593,0.157,2895
Oceania,2021-11-26,39.153,0.135,2841
Oceania,2021-11-27,31.759,0.09,2786
Oceania,2021-11-28,32.995,0.135,2827
Oceania,2021-11-29,30.073,0.202,2756
Oceania,2021-11-30,37.602,0.135,2774
Oceania,2021-12-01,63.023,0.247,2785
Oceania,2021-12-02,39.648,0.36,2817
Oceania,2021-12-03,41.873,0.247,2836
Oceania,2021-12-04,30.5,0.18,2820
Oceania,2021-12-05,35.265,0.18,2793
Oceania,2021-12-06,36.074,0.202,2700
Oceania,2021-12-07,43.806,0.674,2622
Oceania,2021-12-08,40.951,0.247,2579
Oceania,2021-12-09,42.165,0.045,2517
Oceania,2021-12-10,43.806,0.36,2423
Oceania,2021-12-11,36.996,0.09,2392
Oceania,2021-12-12,45.784,0.36,2357
Oceania,2021-12-13,47.492,0.157,2554
Oceania,2021-12-14,65.653,0.112,2765
Oceania,2021-12-15,79.43,0.202,3027
Oceania,2021-12-16,88.106,0.18,3341
Oceania,2021-12-17,93.208,0.225,3723
Oceania,2021-12-18,88.129,0.09,3888
Oceania,2021-12-19,92.174,0.022,4006
Oceania,2021-12-20,103.682,0.18,4130
Oceania,2021-12-21,126.226,0.18,4272
Oceania,2021-12-22,192.058,0.247,4375
Oceania,2021-12-23,187.45,0.202,4347
Oceania,2021-12-24,225.098,0.135,3798
Oceania,2021-12-25,215.658,0.045,3557
Oceania,2021-12-26,223.142,0.225,3482
Oceania,2021-12-27,271.556,0.157,2898
Oceania,2021-12-28,398.591,0.202,2299
Oceania,2021-12-29,491.484,0.337,2088
Oceania,2021-12-30,761.781,0.337,1990
Oceania,2021-12-31,682.441,0.315,2050
Oceania,2022-01-01,863.373,0.135,2101
Oceania,2022-01-02,667.359,0.225,2152
Oceania,2022-01-03,1027.066,0.135,2202
Oceania,2022-01-04,1612.972,0.45,2769
Oceania,2022-01-05,1712.137,0.315,3211
Oceania,2022-01-06,1764.259,0.45,3659
Oceania,2022-01-07,2206.408,0.36,4418
Oceania,2022-01-08,2554.697,0.764,4820
Oceania,2022-01-09,1639.067,0.517,4972
Oceania,2022-01-10,2124.303,0.742,5910
Oceania,2022-01-11,1906.038,1.214,6425
Oceania,2022-01-12,3957.765,1.438,6690
Oceania,2022-01-13,2885.567,1.124,6913
Oceania,2022-01-14,1947.911,1.124,7128
Oceania,2022-01-15,2559.17,1.371,7212
Oceania,2022-01-16,1347.957,0.427,7252
Oceania,2022-01-17,1916.017,2.203,7381
Oceania,2022-01-18,1915.41,1.573,7371
Oceania,2022-01-19,1546.78,1.191,7345
Oceania,2022-01-20,1448.223,1.978,7387
Oceania,2022-01-21,993.532,1.821,7418
Oceania,2022-01-22,1520.304,1.753,7471
Oceania,2022-01-23,728.854,0.629,7550
Oceania,2022-01-24,1354.116,2.113,7591
Oceania,2022-01-25,1219.416,1.618,7659
Oceania,2022-01-26,1175.656,2.315,6909
Oceania,2022-01-27,1518.977,2.023,6785
Oceania,2022-01-28,1524.979,3.641,6708
Oceania,2022-01-29,1067.051,1.933,6649
Oceania,2022-01-30,832.086,0.944,6516
Oceania,2022-01-31,73.924,1.843,6172
Oceania,2022-02-01,964.47,1.663,5915
Oceania,2022-02-02,617.575,2.09,6438
Oceania,2022-02-03,786.954,2.068,6244
Oceania,2022-02-04,660.414,1.866,6092
Oceania,2022-02-05,542.527,1.124,5995
Oceania,2022-02-06,577.163,1.079,5961
Oceania,2022-02-07,716.043,1.528,5794
Oceania,2022-02-08,798.148,1.596,5689
Oceania,2022-02-09,358.336,1.259,5563
Oceania,2022-02-10,756.454,1.798,5399
Oceania,2022-02-11,596.605,1.663,5215
Oceania,2022-02-12,584.715,1.124,5152
Oceania,2022-02-13,324.487,0.382,5067
Oceania,2022-02-14,866.093,1.506,5004
Oceania,2022-02-15,623.621,1.596,4765
Oceania,2022-02-16,112.628,2.203,4527
Oceania,2022-02-17,609.821,0.989,4316
Oceania,2022-02-18,645.558,1.034,4106
Oceania,2022-02-19,446.127,0.832,3981
Oceania,2022-02-20,469.615,0.989,3939
Oceania,2022-02-21,717.481,0.899,3791
Oceania,2022-02-22,645.895,1.371,3648
Oceania,2022-02-23,888.501,1.146,3508
Oceania,2022-02-24,928.711,0.922,3404
Oceania,2022-02-25,777.222,0.966,3286
Oceania,2022-02-26,398.141,0.607,3221
Oceania,2022-02-27,823.343,0.832,3198
Oceania,2022-02-28,1370.433,0.989,3077
Oceania,2022-03-01,1073.052,1.551,2912
Oceania,2022-03-02,1439.255,1.079,2761
Oceania,2022-03-03,1114.948,0.989,2597
Oceania,2022-03-04,953.997,1.101,2436
Oceania,2022-03-05,750.453,0.405,2329
Oceania,2022-03-06,895.019,0.989,2268
Oceania,2022-03-07,1600.813,0.989,2137
Oceania,2022-03-08,1210.471,0.764,2102
Oceania,2022-03-09,854.315,0.562,2085
Oceania,2022-03-10,1204.65,0.674,2083
Oceania,2022-03-11,1685.278,0.494,2109
Oceania,2022-03-12,1084.897,0.405,2152
Oceania,2022-03-13,963.077,1.506,2183
Oceania,2022-03-14,1152.595,0.607,2165
Oceania,2022-03-15,1246.253,0.629,2181
Oceania,2022-03-16,2173.458,0.539,2185
Oceania,2022-03-17,1457.056,0.719,2179
Oceania,2022-03-18,1483.668,0.697,2158
Oceania,2022-03-19,1191.636,0.067,2161
Oceania,2022-03-20,1315.007,2.338,2168
Oceania,2022-03-21,1688.537,0.629,2198
Oceania,2022-03-22,1776.059,0.562,2153
Oceania,2022-03-23,1765.18,0.697,2079
Oceania,2022-03-24,1907.184,0.832,2032
Oceania,2022-03-25,1452.988,0.584,1980
Oceania,2022-03-26,1299.656,0.405,1940
Oceania,2022-03-27,1458.202,2.248,1918
Oceania,2022-03-28,1662.24,0.674,1865
Oceania,2022-03-29,1851.421,0.742,1927
Oceania,2022-03-30,1739.131,0.877,2012
Oceania,2022-03-31,1792.354,0.337,2076
Oceania,2022-04-01,1526.934,0.022,2113
Oceania,2022-04-02,1298.352,0.472,2167
Oceania,2022-04-03,1158.057,1.753,2261
Oceania,2022-04-04,1591.485,0.944,2320
Oceania,2022-04-05,2007.517,0.877,2173
Oceania,2022-04-06,1689.369,0.764,2033
Oceania,2022-04-07,1386.279,0.742,1893
Oceania,2022-04-08,1537.048,0.539,1764
Oceania,2022-04-09,1033.517,0.292,1621
Oceania,2022-04-10,1282.417,2.09,1512
Oceania,2022-04-11,1311.478,0.899,1433
Oceania,2022-04-12,1431.366,1.191,1370
Oceania,2022-04-13,1454.381,2.023,1298
Oceania,2022-04-14,1229.059,0.787,1234
Oceania,2022-04-15,983.553,0.652,1033
Oceania,2022-04-16,1025.066,0.539,928
Oceania,2022-04-17,897.357,1.776,840
Oceania,2022-04-18,946.108,0.382,626
Oceania,2022-04-19,1594.07,0.944,610
Oceania,2022-04-20,1467.889,1.034,600
Oceania,2022-04-21,1342.383,1.079,583
Oceania,2022-04-22,1033.989,0.989,696
Oceania,2022-04-23,922.013,0.112,735
Oceania,2022-04-24,890.592,1.663,766
Oceania,2022-04-25,1033.045,1.101,767
Oceania,2022-04-26,1169.452,1.438,736
Oceania,2022-04-27,1354.677,1.169,701
Oceania,2022-04-28,1152.056,0.517,667
Oceania,2022-04-29,1042.215,1.191,633
Oceania,2022-04-30,704.445,0.315,615
Oceania,2022-05-01,1057.679,1.371,597
Oceania,2022-05-02,1067.681,1.483,642
Oceania,2022-05-03,1164.89,1.034,625
Oceania,2022-05-04,1515.763,1.551,618
Oceania,2022-05-05,1100.024,0.764,614
Oceania,2022-05-06,972.18,0.944,606
Oceania,2022-05-07,1000.949,0.315,604
Oceania,2022-05-08,1066.085,1.349,612
Oceania,2022-05-09,1301.432,1.011,624
Oceania,2022-05-10,1505.762,1.326,591
Oceania,2022-05-11,1516.325,1.191,561
Oceania,2022-05-12,1242.387,1.124,529
Oceania,2022-05-13,1329.931,1.191,498
Oceania,2022-05-14,1070.31,0.562,459
Oceania,2022-05-15,1201.593,1.349,449
Oceania,2022-05-16,1752.054,1.461,422
Oceania,2022-05-17,1500.053,1.214,415
Oceania,2022-05-18,1437.457,1.146,411
Oceania,2022-05-19,1307.545,1.146,407
Oceania,2022-05-20,1205.302,1.101,401
Oceania,2022-05-21,981.665,0.472,408
Oceania,2022-05-22,902.504,0.45,394
Oceania,2022-05-23,1157.045,2.45,385
Oceania,2022-05-24,1234.251,0.922,380
Oceania,2022-05-25,1213.011,2.63,372
Oceania,2022-05-26,1054.532,0.742,365
Oceania,2022-05-27,881.759,1.461,361
Oceania,2022-05-28,721.482,0.629,354
Oceania,2022-05-29,716.942,1.236,360
Oceania,2022-05-30,961.953,1.281,358
Oceania,2022-05-31,997.241,0.764,357
Oceania,2022-06-01,1016.48,1.034,357
Oceania,2022-06-02,867.486,1.371,356
Oceania,2022-06-03,770.862,1.371,352
Oceania,2022-06-04,552.911,0.607,347
Oceania,2022-06-05,526.951,1.686,345
Oceania,2022-06-06,867.486,0.697,335
Oceania,2022-06-07,919.159,1.304,325
Oceania,2022-06-08,919.698,1.461,313
Oceania,2022-06-09,811.836,0.922,303
Oceania,2022-06-10,705.838,1.461,290
Oceania,2022-06-11,476.155,0.562,289
Oceania,2022-06-12,573.252,1.349,272
Oceania,2022-06-13,729.079,0.719,238
Oceania,2022-06-14,835.66,1.281,251
Oceania,2022-06-15,863.733,1.618,248
Oceania,2022-06-16,785.494,1.146,235
Oceania,2022-06-17,674.349,1.506,245
Oceania,2022-06-18,583.231,0.899,246
Oceania,2022-06-19,644.254,1.528,264
Oceania,2022-06-20,793.18,1.304,281
Oceania,2022-06-21,883.579,1.394,266
Oceania,2022-06-22,848.651,1.259,267
Oceania,2022-06-23,585.232,1.011,281
Oceania,2022-06-24,952.288,1.169,269
Oceania,2022-06-25,585.389,0.607,269
Oceania,2022-06-26,716.627,1.866,259
Oceania,2022-06-27,902.212,1.191,276
Oceania,2022-06-28,741.823,1.236,293
Oceania,2022-06-29,1286.215,1.888,312
Oceania,2022-06-30,925.924,0.764,325
Oceania,2022-07-01,836.514,1.214,345
Oceania,2022-07-02,795.585,0.674,347
Oceania,2022-07-03,824.287,2.248,358
Oceania,2022-07-04,1050.172,1.011,365
Oceania,2022-07-05,999.039,1.011,375
Oceania,2022-07-06,1616.029,1.371,397
Oceania,2022-07-07,1162.485,0.764,421
Oceania,2022-07-08,981.26,1.641,451
Oceania,2022-07-09,955.817,0.36,465
Oceania,2022-07-10,836.222,3.057,458
Oceania,2022-07-11,1282.552,1.371,510
Oceania,2022-07-12,1297.026,1.326,539
Oceania,2022-07-13,1324.649,1.641,566
Oceania,2022-07-14,1121.376,1.416,595
Oceania,2022-07-15,1179.162,1.821,621
Oceania,2022-07-16,1020.323,0.674,631
Oceania,2022-07-17,1030.325,2.967,638
Oceania,2022-07-18,1418.15,1.798,636
Oceania,2022-07-19,1369.849,2.023,635
Oceania,2022-07-20,1476.902,1.888,626
Oceania,2022-07-21,1378.974,1.349,612
Oceania,2022-07-22,1231.666,2.382,594
Oceania,2022-07-23,987.081,0.854,594
Oceania,2022-07-24,923.587,1.304,592
Oceania,2022-07-25,1128.523,2.607,565
Oceania,2022-07-26,1171.183,1.933,578
Oceania,2022-07-27,1083.998,2.899,578
Oceania,2022-07-28,1793.455,4.091,580
Oceania,2022-07-29,1294.576,3.551,576
Oceania,2022-07-30,816.039,0.944,582
Oceania,2022-07-31,744.317,0.427,592
Oceania,2022-08-01,1011.198,3.506,603
Oceania,2022-08-02,1194.153,2.27,569
Oceania,2022-08-03,1013.76,2.248,545
Oceania,2022-08-04,857.956,2.517,522
Oceania,2022-08-05,758.68,2.315,487
Oceania,2022-08-06,587.39,0.719,474
Oceania,2022-08-07,509.105,0.405,477
Oceania,2022-08-08,788.977,3.461,450
Oceania,2022-08-09,710.716,3.124,429
Oceania,2022-08-10,572.915,1.798,414
Oceania,2022-08-11,798.103,2.944,397
Oceania,2022-08-12,517.669,2.225,382
Oceania,2022-08-13,424.438,0.944,371
Oceania,2022-08-14,442.059,0.539,360
Oceania,2022-08-15,565.992,2.248,355
Oceania,2022-08-16,658.661,1.978,317
Oceania,2022-08-17,608.674,3.259,317
Oceania,2022-08-18,509.87,1.955,313
Oceania,2022-08-19,434.799,2.405,311
Oceania,2022-08-20,274.051,0.809,309
Oceania,2022-08-21,298.347,0.202,310
Oceania,2022-08-22,388.184,2.382,305
Oceania,2022-08-23,422.483,1.461,297
Oceania,2022-08-24,400.321,0.405,285
Oceania,2022-08-25,442.689,3.012,277
Oceania,2022-08-26,320.172,2.068,270
Oceania,2022-08-27,239.303,0.337,266
Oceania,2022-08-28,234.493,0.247,263
Oceania,2022-08-29,342.041,2.023,256
Oceania,2022-08-30,345.57,1.798,221
Oceania,2022-08-31,316.688,1.708,213
Oceania,2022-09-01,271.331,0.922,204
Oceania,2022-09-02,260.7,1.326,197
Oceania,2022-09-03,158.097,0.315,191
Oceania,2022-09-04,169.874,0.225,186
Oceania,2022-09-05,305.225,1.933,
Oceania,2022-09-06,314.777,1.686,
Oceania,2022-09-07,231.301,1.416,
Oceania,2022-09-08,212.646,1.955,
Oceania,2022-09-09,46.278,1.528,
Oceania,2022-09-10,92.219,0.112,
South America,2020-02-22,0,0,
South America,2020-02-23,0.005,0,
South America,2020-02-24,0,0,
South America,2020-02-25,0,0,
South America,2020-02-26,0.002,0,
South America,2020-02-27,0,0,
South America,2020-02-28,0,0,
South America,2020-02-29,0.002,0,
South America,2020-03-01,0.03,0,
South America,2020-03-02,0,0,
South America,2020-03-03,0.007,0,
South America,2020-03-04,0.012,0,
South America,2020-03-05,0.014,0,
South America,2020-03-06,0.028,0.002,
South America,2020-03-07,0.014,0,
South America,2020-03-08,0.058,0.005,
South America,2020-03-09,0.016,0,
South America,2020-03-10,0.06,0,
South America,2020-03-11,0.067,0,
South America,2020-03-12,0.046,0.005,
South America,2020-03-13,0.355,0.002,
South America,2020-03-14,0.18,0.005,
South America,2020-03-15,0.152,0.005,
South America,2020-03-16,0.542,0,
South America,2020-03-17,0.671,0.012,
South America,2020-03-18,0.553,0.018,
South America,2020-03-19,1.09,0.023,
South America,2020-03-20,1.484,0.032,
South America,2020-03-21,1.638,0.025,
South America,2020-03-22,2.609,0.055,
South America,2020-03-23,1.883,0.048,
South America,2020-03-24,1.973,0.069,
South America,2020-03-25,1.883,0.069,
South America,2020-03-26,2.581,0.078,
South America,2020-03-27,2.71,0.071,
South America,2020-03-28,3.067,0.124,
South America,2020-03-29,2.376,0.118,
South America,2020-03-30,2.268,0.124,
South America,2020-03-31,5.067,0.224,
South America,2020-04-01,5.487,0.203,
South America,2020-04-02,5.316,0.35,
South America,2020-04-03,4.632,0.237,
South America,2020-04-04,5.579,0.415,
South America,2020-04-05,4.411,0.281,
South America,2020-04-06,4.616,0.348,
South America,2020-04-07,6.609,0.479,
South America,2020-04-08,11.706,0.581,
South America,2020-04-09,9.462,0.682,
South America,2020-04-10,12.377,0.56,
South America,2020-04-11,7.074,0.502,
South America,2020-04-12,6.703,0.546,
South America,2020-04-13,9.386,0.576,
South America,2020-04-14,7.042,0.827,
South America,2020-04-15,11.997,0.871,
South America,2020-04-16,10.054,0.841,
South America,2020-04-17,12.144,0.972,
South America,2020-04-18,13.183,0.956,
South America,2020-04-19,9.98,0.714,
South America,2020-04-20,9.685,0.883,
South America,2020-04-21,11.02,0.938,
South America,2020-04-22,12.324,0.995,
South America,2020-04-23,17.108,1.682,
South America,2020-04-24,40.066,1.528,
South America,2020-04-25,25.032,1.542,
South America,2020-04-26,15.856,1.27,
South America,2020-04-27,16.002,1.694,
South America,2020-04-28,23.917,2.392,
South America,2020-04-29,24.477,1.878,
South America,2020-04-30,28.759,2.039,
South America,2020-05-01,26.786,2.321,
South America,2020-05-02,26.148,2.546,
South America,2020-05-03,27.818,2.168,
South America,2020-05-04,27.855,1.86,
South America,2020-05-05,29.849,2.383,
South America,2020-05-06,37.939,2.754,
South America,2020-05-07,35.243,2.657,
South America,2020-05-08,39.11,3.173,
South America,2020-05-09,39.115,2.698,
South America,2020-05-10,27.793,3.298,
South America,2020-05-11,24.666,2.553,
South America,2020-05-12,35.778,3.556,
South America,2020-05-13,46.226,3.005,
South America,2020-05-14,48.878,3.116,
South America,2020-05-15,59.13,4.212,
South America,2020-05-16,58.557,3.12,
South America,2020-05-17,35.209,2.447,
South America,2020-05-18,48.196,3.208,
South America,2020-05-19,61.356,4.293,
South America,2020-05-20,77.814,3.975,
South America,2020-05-21,66.659,4.056,
South America,2020-05-22,72.618,4.097,
South America,2020-05-23,77.197,3.904,
South America,2020-05-24,57.805,2.989,
South America,2020-05-25,55.662,3.427,
South America,2020-05-26,65.009,4,
South America,2020-05-27,78.171,4.058,
South America,2020-05-28,96.779,4.381,
South America,2020-05-29,91.348,4.494,
South America,2020-05-30,129.607,3.399,
South America,2020-05-31,68.311,2.798,
South America,2020-06-01,65.88,3.339,
South America,2020-06-02,109.543,5.224,
South America,2020-06-03,82.167,4.477,
South America,2020-06-04,102.238,5.12,
South America,2020-06-05,101.453,4.436,
South America,2020-06-06,107.135,3.821,
South America,2020-06-07,73.597,2.938,
South America,2020-06-08,64.983,4.996,
South America,2020-06-09,100.466,4.549,
South America,2020-06-10,112.207,4.975,
South America,2020-06-11,101.906,4.982,
South America,2020-06-12,83.612,4.325,
South America,2020-06-13,92.922,4.146,
South America,2020-06-14,86.002,3.738,
South America,2020-06-15,86.748,3.535,
South America,2020-06-16,117.403,4.957,
South America,2020-06-17,96.093,5.03,
South America,2020-06-18,92.574,5.272,
South America,2020-06-19,167.641,4.975,
South America,2020-06-20,178.723,4.422,
South America,2020-06-21,36.326,4.063,
South America,2020-06-22,95.099,2.98,
South America,2020-06-23,123.116,4.961,
South America,2020-06-24,129.485,4.696,
South America,2020-06-25,135.753,5.014,
South America,2020-06-26,142.127,4.494,
South America,2020-06-27,124.787,4.706,
South America,2020-06-28,110.161,3.699,
South America,2020-06-29,81.688,3.696,
South America,2020-06-30,122.611,4.818,
South America,2020-07-01,144.487,4.646,
South America,2020-07-02,138.389,5.309,
South America,2020-07-03,136.504,5.051,
South America,2020-07-04,114.488,4.878,
South America,2020-07-05,94.058,3.251,
South America,2020-07-06,88.018,3.786,
South America,2020-07-07,143.316,5.134,
South America,2020-07-08,139.509,4.888,
South America,2020-07-09,141.067,5.072,
South America,2020-07-10,146.464,5.272,
South America,2020-07-11,122.992,4.576,
South America,2020-07-12,91.774,3.662,
South America,2020-07-13,88.043,4.042,
South America,2020-07-14,140.406,5.233,
South America,2020-07-15,133.539,5.383,
South America,2020-07-16,150.51,5.512,
South America,2020-07-17,134.331,4.885,
South America,2020-07-18,109.264,5.715,
South America,2020-07-19,99.127,4.358,
South America,2020-07-20,97.328,2.989,
South America,2020-07-21,158.822,5.196,
South America,2020-07-22,205.025,5.431,
South America,2020-07-23,186.549,5.966,
South America,2020-07-24,184.205,5.427,
South America,2020-07-25,151.087,5.233,
South America,2020-07-26,91.682,3.802,
South America,2020-07-27,137.885,4.249,
South America,2020-07-28,185.307,5.784,
South America,2020-07-29,184.887,5.699,
South America,2020-07-30,185.009,5.809,
South America,2020-07-31,186.846,5.715,
South America,2020-08-01,146.291,4.738,
South America,2020-08-02,153.854,4.007,
South America,2020-08-03,102.13,4.431,
South America,2020-08-04,188.572,6.139,
South America,2020-08-05,201.375,6.037,
South America,2020-08-06,201.781,5.779,
South America,2020-08-07,186.728,5.395,
South America,2020-08-08,157.331,4.692,
South America,2020-08-09,131.822,4.014,
South America,2020-08-10,125.411,4.604,
South America,2020-08-11,190.376,5.805,
South America,2020-08-12,187.339,5.231,
South America,2020-08-13,218.093,6.279,
South America,2020-08-14,210.171,5.353,
South America,2020-08-15,140.876,4.572,
South America,2020-08-16,127.605,3.832,
South America,2020-08-17,118.763,4.348,
South America,2020-08-18,184.38,5.943,
South America,2020-08-19,190.69,5.816,
South America,2020-08-20,177.981,5.482,
South America,2020-08-21,145.904,5.383,
South America,2020-08-22,180.924,4.745,
South America,2020-08-23,112.29,3.765,
South America,2020-08-24,130.278,4.823,
South America,2020-08-25,175.524,5.489,
South America,2020-08-26,187.316,5.383,
South America,2020-08-27,168.286,4.982,
South America,2020-08-28,181.255,4.68,
South America,2020-08-29,159.961,4.51,
South America,2020-08-30,101.874,3.136,
South America,2020-08-31,180.848,3.851,
South America,2020-09-01,168.468,5.473,
South America,2020-09-02,177.868,5.219,
South America,2020-09-03,167.104,4.604,
South America,2020-09-04,177.794,4.447,
South America,2020-09-05,149.609,3.551,
South America,2020-09-06,94.399,2.94,
South America,2020-09-07,80.607,6.664,
South America,2020-09-08,103.506,3.413,
South America,2020-09-09,155.264,4.906,
South America,2020-09-10,166.789,4.523,
South America,2020-09-11,170.326,4.307,
South America,2020-09-12,141.952,3.551,
South America,2020-09-13,99.323,2.615,
South America,2020-09-14,109.393,3.247,
South America,2020-09-15,143.429,4.291,
South America,2020-09-16,153.727,4.157,
South America,2020-09-17,156.405,4.235,
South America,2020-09-18,161.523,3.291,
South America,2020-09-19,135.02,3.719,
South America,2020-09-20,94.362,2.664,
South America,2020-09-21,95.145,3.238,
South America,2020-09-22,134.089,3.763,
South America,2020-09-23,151.531,4.795,
South America,2020-09-24,146.71,3.763,
South America,2020-09-25,162.883,4.563,
South America,2020-09-26,113.143,3.754,
South America,2020-09-27,91.657,2.493,
South America,2020-09-28,98.853,2.763,
South America,2020-09-29,138.309,4.086,
South America,2020-09-30,140.876,4.293,
South America,2020-10-01,147.983,10.826,
South America,2020-10-02,143.374,3.53,
South America,2020-10-03,112.249,3.033,
South America,2020-10-04,63.741,2.459,
South America,2020-10-05,125.476,3.005,
South America,2020-10-06,138.327,3.733,
South America,2020-10-07,144.21,3.666,
South America,2020-10-08,134.675,4.48,
South America,2020-10-09,134.626,4.141,
South America,2020-10-10,130.573,3.088,
South America,2020-10-11,87.442,2.249,
South America,2020-10-12,71.339,2.143,
South America,2020-10-13,88.907,2.652,
South America,2020-10-14,120.768,3.447,
South America,2020-10-15,147.425,3.784,
South America,2020-10-16,133.721,3.487,
South America,2020-10-17,110.304,2.897,
South America,2020-10-18,84.679,1.797,
South America,2020-10-19,95.832,2.579,
South America,2020-10-20,125.142,3.321,
South America,2020-10-21,136.147,3.33,
South America,2020-10-22,136.451,3.258,
South America,2020-10-23,136.479,3.092,
South America,2020-10-24,123.074,2.482,
South America,2020-10-25,92.053,2.021,
South America,2020-10-26,98.392,2.572,
South America,2020-10-27,132.075,3.145,
South America,2020-10-28,131.638,2.798,
South America,2020-10-29,133.465,3.102,
South America,2020-10-30,124.164,3.037,
South America,2020-10-31,93.249,2.132,
South America,2020-11-01,73.461,1.65,
South America,2020-11-02,69.853,2.286,
South America,2020-11-03,81.697,2.459,
South America,2020-11-04,127.605,3.235,
South America,2020-11-05,117.291,2.961,
South America,2020-11-06,105.151,2.39,
South America,2020-11-07,94.21,1.986,
South America,2020-11-08,68.604,1.767,
South America,2020-11-09,73.01,2.072,
South America,2020-11-10,157.562,1.832,
South America,2020-11-11,119.876,3.079,
South America,2020-11-12,138.392,3.618,
South America,2020-11-13,151.222,2.784,
South America,2020-11-14,115.5,3.134,
South America,2020-11-15,74.367,1.516,
South America,2020-11-16,80.872,2.056,
South America,2020-11-17,129.061,3.136,
South America,2020-11-18,131.375,3.099,
South America,2020-11-19,132.269,2.846,
South America,2020-11-20,146.632,2.569,
South America,2020-11-21,121.291,1.915,
South America,2020-11-22,77.31,1.565,
South America,2020-11-23,76.876,1.926,
South America,2020-11-24,122.201,3.067,
South America,2020-11-25,154.403,2.871,
South America,2020-11-26,145.692,3.083,
South America,2020-11-27,137.843,2.855,
South America,2020-11-28,172.934,2.309,
South America,2020-11-29,95.387,1.761,
South America,2020-11-30,94.159,2.281,
South America,2020-12-01,167.683,2.878,
South America,2020-12-02,159.933,2.968,
South America,2020-12-03,172.75,3.148,
South America,2020-12-04,156.746,2.943,
South America,2020-12-05,144.726,2.671,
South America,2020-12-06,101.662,1.92,
South America,2020-12-07,94.588,2.072,
South America,2020-12-08,143.996,2.88,
South America,2020-12-09,169.579,3.127,
South America,2020-12-10,174.34,3.224,
South America,2020-12-11,167.929,2.68,
South America,2020-12-12,143.162,2.659,
South America,2020-12-13,89.855,1.772,
South America,2020-12-14,112.269,2.567,
South America,2020-12-15,161.947,3.334,
South America,2020-12-16,206.371,3.394,
South America,2020-12-17,222.527,3.825,
South America,2020-12-18,181.894,3.226,
South America,2020-12-19,169.879,2.781,
South America,2020-12-20,116.281,2.046,
South America,2020-12-21,116.622,2.636,
South America,2020-12-22,189.196,3.802,
South America,2020-12-23,173.9,3.374,
South America,2020-12-24,185.23,2.986,0
South America,2020-12-25,126.762,2.364,11
South America,2020-12-26,87.161,1.936,9
South America,2020-12-27,82.273,2.141,6
South America,2020-12-28,117.618,2.595,5
South America,2020-12-29,197.801,3.917,4
South America,2020-12-30,202.619,4.277,50
South America,2020-12-31,216.328,4.014,29
South America,2021-01-01,105.776,2.489,19
South America,2021-01-02,89.463,2.016,15
South America,2021-01-03,91.14,2.056,12
South America,2021-01-04,116.461,2.763,14
South America,2021-01-05,220.716,4.364,16
South America,2021-01-06,237.012,4.708,13
South America,2021-01-07,296.048,5.406,18
South America,2021-01-08,241.188,4.452,27
South America,2021-01-09,202.299,4.291,30
South America,2021-01-10,140.157,2.837,30
South America,2021-01-11,164.106,3.215,33
South America,2021-01-12,236.945,4.609,35
South America,2021-01-13,232.244,4.855,38
South America,2021-01-14,253.657,4.952,39
South America,2021-01-15,297.08,4.752,37
South America,2021-01-16,232.088,4.533,36
South America,2021-01-17,158.891,3.461,38
South America,2021-01-18,136.283,4.019,38
South America,2021-01-19,228.23,5.404,56
South America,2021-01-20,271.426,5.775,125
South America,2021-01-21,223.727,5.881,160
South America,2021-01-22,236.48,5.404,256
South America,2021-01-23,211.288,5.385,261
South America,2021-01-24,155.55,4.074,240
South America,2021-01-25,133.866,4.424,301
South America,2021-01-26,247.472,6.226,371
South America,2021-01-27,228.511,5.915,427
South America,2021-01-28,231.505,5.945,475
South America,2021-01-29,219.434,5.991,510
South America,2021-01-30,215.982,5.173,515
South America,2021-01-31,126.282,4.305,514
